Year,State,Pdsi1_May,Pdsi1_Jun,Pdsi1_Jul,Pdsi1_Aug,Pdsi1_Sep,Pdsi1_Oct
1897,SOUTH DAKOTA,4.38,3.97,4.21,4.08,-0.73,-0.69
1898,SOUTH DAKOTA,1.04,-0.85,-0.45,-1.09,-1.57,-1.22
1899,SOUTH DAKOTA,1.07,1.34,1.25,1.81,-0.67,-0.36
1900,SOUTH DAKOTA,-2.58,-3.43,0.50,1.36,2.02,-0.15
1901,SOUTH DAKOTA,-3.05,1.03,0.20,0.03,1.43,1.81
1902,SOUTH DAKOTA,1.60,1.70,1.67,2.56,1.99,1.51
1903,SOUTH DAKOTA,1.55,1.08,2.04,3.03,3.75,3.18
1904,SOUTH DAKOTA,1.41,1.90,2.07,2.00,-0.28,-0.18
1905,SOUTH DAKOTA,1.79,2.96,4.96,5.87,5.41,5.63
1906,SOUTH DAKOTA,5.68,5.33,5.03,6.84,7.10,7.27
1907,SOUTH DAKOTA,6.27,6.08,7.43,6.95,6.71,5.78
1908,SOUTH DAKOTA,4.07,4.70,5.21,5.51,4.77,5.53
1909,SOUTH DAKOTA,5.12,5.05,5.63,6.03,5.45,4.89
1910,SOUTH DAKOTA,-1.82,-2.37,-2.72,-2.79,-2.36,-2.71
1911,SOUTH DAKOTA,-4.14,-5.55,-5.91,0.51,0.82,1.71
1912,SOUTH DAKOTA,-0.21,-1.15,0.74,1.75,2.02,-0.45
1913,SOUTH DAKOTA,-1.00,-1.80,-1.78,-2.05,-2.05,-1.51
1914,SOUTH DAKOTA,0.40,1.22,0.94,0.89,1.03,1.40
1915,SOUTH DAKOTA,2.17,3.63,6.37,7.03,7.90,7.69
1916,SOUTH DAKOTA,7.44,7.40,7.49,8.29,7.40,6.51
1917,SOUTH DAKOTA,6.01,5.12,4.67,4.02,3.78,3.07
1918,SOUTH DAKOTA,1.70,0.96,1.41,1.90,1.58,1.10
1919,SOUTH DAKOTA,2.35,2.15,2.57,1.67,1.11,2.02
1920,SOUTH DAKOTA,5.05,5.65,6.01,6.00,5.49,4.70
1921,SOUTH DAKOTA,2.47,1.01,1.17,1.16,2.15,1.72
1922,SOUTH DAKOTA,1.63,1.59,2.37,-0.22,-1.15,-1.42
1923,SOUTH DAKOTA,0.97,1.57,2.35,3.60,4.38,4.32
1924,SOUTH DAKOTA,1.48,2.39,2.27,2.58,2.57,2.58
1925,SOUTH DAKOTA,-2.46,-1.27,-1.47,-2.16,-2.52,-2.00
1926,SOUTH DAKOTA,-3.09,-3.33,-3.31,-0.03,0.45,0.57
1927,SOUTH DAKOTA,3.34,3.05,3.82,4.26,3.93,3.33
1928,SOUTH DAKOTA,-1.64,0.58,1.01,1.35,1.32,1.48
1929,SOUTH DAKOTA,2.26,1.65,1.65,0.87,1.99,2.86
1930,SOUTH DAKOTA,1.95,-0.26,-1.11,-0.91,-1.16,1.00
1931,SOUTH DAKOTA,-1.41,-2.51,-3.42,-3.86,-4.05,-3.79
1932,SOUTH DAKOTA,-1.22,-0.88,-1.19,-0.99,-1.29,-0.96
1933,SOUTH DAKOTA,-1.05,-2.72,-3.35,-3.20,-3.60,-4.05
1934,SOUTH DAKOTA,-7.02,-7.22,-7.96,-8.31,-7.22,-6.67
1935,SOUTH DAKOTA,-2.57,-2.29,-2.27,-2.39,-3.10,-3.43
1936,SOUTH DAKOTA,-3.01,-4.42,-6.46,-6.98,-7.23,-7.05
1937,SOUTH DAKOTA,-3.55,-3.13,-2.83,-3.31,-3.65,-3.79
1938,SOUTH DAKOTA,-1.54,-1.84,-2.00,-2.83,-2.34,-3.24
1939,SOUTH DAKOTA,-3.70,-3.20,-3.92,-4.11,-4.41,-3.99
1940,SOUTH DAKOTA,-3.46,-3.65,-4.11,-3.87,-4.49,-4.49
1941,SOUTH DAKOTA,-3.06,0.81,-0.43,-0.74,0.87,1.60
1942,SOUTH DAKOTA,3.14,3.78,4.40,4.85,5.13,-0.22
1943,SOUTH DAKOTA,-0.97,1.00,-0.03,-0.02,-0.58,-0.19
1944,SOUTH DAKOTA,0.83,1.93,3.06,4.54,3.97,3.18
1945,SOUTH DAKOTA,3.06,3.67,3.93,4.06,4.15,3.07
1946,SOUTH DAKOTA,1.44,1.87,1.71,1.52,3.25,4.87
1947,SOUTH DAKOTA,3.52,5.19,4.73,3.74,3.04,2.86
1948,SOUTH DAKOTA,0.86,1.68,2.38,2.27,1.46,1.27
1949,SOUTH DAKOTA,-1.03,-1.84,-2.21,-2.57,0.02,0.77
1950,SOUTH DAKOTA,1.19,-0.93,0.22,0.61,1.47,-0.28
1951,SOUTH DAKOTA,-0.78,1.00,1.27,2.59,2.80,3.43
1952,SOUTH DAKOTA,-0.68,-0.63,-0.84,-0.80,-1.79,-2.37
1953,SOUTH DAKOTA,2.37,3.23,3.74,4.52,-0.51,-0.89
1954,SOUTH DAKOTA,-0.89,-0.29,-0.91,-0.91,-0.88,-0.47
1955,SOUTH DAKOTA,-3.30,-3.33,-3.88,-4.31,-3.88,-4.33
1956,SOUTH DAKOTA,-3.19,-4.26,-3.66,-2.61,-3.02,-3.20
1957,SOUTH DAKOTA,1.88,2.49,2.91,3.62,3.62,3.85
1958,SOUTH DAKOTA,2.01,1.99,2.74,-0.52,-1.32,-1.97
1959,SOUTH DAKOTA,-2.06,-2.78,-3.45,-4.13,0.77,0.96
1960,SOUTH DAKOTA,0.60,0.72,-0.83,0.87,-0.26,-0.93
1961,SOUTH DAKOTA,-1.24,-1.89,-2.02,-2.69,0.58,-0.01
1962,SOUTH DAKOTA,2.15,3.10,5.02,5.54,5.37,4.77
1963,SOUTH DAKOTA,1.70,1.72,2.75,2.27,2.34,-0.49
1964,SOUTH DAKOTA,-1.26,-0.59,-0.72,-0.57,-0.88,-1.63
1965,SOUTH DAKOTA,1.57,1.92,2.15,1.94,3.48,2.86
1966,SOUTH DAKOTA,-0.83,-1.30,0.19,1.48,1.66,1.67
1967,SOUTH DAKOTA,0.06,1.77,-0.17,-0.53,-0.32,-0.55
1968,SOUTH DAKOTA,0.53,1.57,1.65,1.93,2.10,1.92
1969,SOUTH DAKOTA,-1.06,0.19,1.31,-0.51,-1.08,-0.38
1970,SOUTH DAKOTA,1.32,-0.31,-0.49,-1.24,-0.02,0.27
1971,SOUTH DAKOTA,1.86,1.78,1.56,1.03,1.27,2.60
1972,SOUTH DAKOTA,4.26,3.84,4.99,4.75,3.71,3.83
1973,SOUTH DAKOTA,3.67,2.53,2.19,1.27,2.41,2.53
1974,SOUTH DAKOTA,-0.39,-1.36,-2.03,-2.20,-2.73,-2.93
1975,SOUTH DAKOTA,0.98,1.46,-0.54,-0.59,-0.93,-1.23
1976,SOUTH DAKOTA,-1.87,-2.32,-3.14,-4.17,-4.36,-4.32
1977,SOUTH DAKOTA,-0.90,-1.39,-1.43,0.58,1.75,2.28
1978,SOUTH DAKOTA,3.75,3.30,4.36,4.93,4.07,3.00
1979,SOUTH DAKOTA,1.91,1.84,2.76,3.22,-0.67,-0.26
1980,SOUTH DAKOTA,-3.23,-3.59,-4.50,-3.60,-4.10,-2.91
1981,SOUTH DAKOTA,-4.85,-5.10,-4.29,-3.95,-4.20,0.37
1982,SOUTH DAKOTA,2.08,1.90,2.78,3.00,3.14,5.28
1983,SOUTH DAKOTA,4.99,5.03,5.57,5.27,4.58,4.30
1984,SOUTH DAKOTA,4.11,5.39,5.56,5.46,4.85,5.12
1985,SOUTH DAKOTA,-1.16,-1.62,-1.94,0.51,1.36,1.20
1986,SOUTH DAKOTA,3.89,3.86,4.60,4.64,6.44,6.05
1987,SOUTH DAKOTA,-0.76,-1.79,-1.50,-1.10,-1.21,-1.53
1988,SOUTH DAKOTA,-2.36,-3.60,-4.73,-4.91,-4.13,-4.37
1989,SOUTH DAKOTA,-3.20,-3.89,-4.07,-4.22,-3.28,-3.21
1990,SOUTH DAKOTA,-2.31,-2.03,-1.88,-1.97,-2.50,-2.42
1991,SOUTH DAKOTA,1.60,1.86,-0.07,-0.38,-0.54,-0.26
1992,SOUTH DAKOTA,-1.93,0.30,1.79,2.28,2.08,1.56
1993,SOUTH DAKOTA,2.37,3.87,6.74,7.31,7.36,6.56
1994,SOUTH DAKOTA,4.25,3.71,4.44,4.27,3.70,4.62
1995,SOUTH DAKOTA,6.77,6.40,6.87,6.64,6.35,7.46
1996,SOUTH DAKOTA,6.20,5.10,4.75,4.19,5.88,6.60
1997,SOUTH DAKOTA,7.54,6.89,8.01,7.99,7.31,7.09
1998,SOUTH DAKOTA,3.66,4.31,4.57,5.05,3.85,6.67
1999,SOUTH DAKOTA,6.01,6.54,6.95,7.44,7.86,6.69
2000,SOUTH DAKOTA,3.43,2.94,2.95,2.20,1.20,1.07
2001,SOUTH DAKOTA,2.81,2.71,3.78,-0.61,-0.40,-0.47
2002,SOUTH DAKOTA,-2.05,-3.43,-4.35,-3.48,-3.35,-2.41
2003,SOUTH DAKOTA,-1.88,-1.49,-2.02,-2.98,-2.58,-2.81
2004,SOUTH DAKOTA,0.33,-0.29,-0.24,-0.41,1.52,2.25
2005,SOUTH DAKOTA,0.65,1.43,-0.23,-0.31,-0.07,-0.32
2006,SOUTH DAKOTA,-1.19,-2.32,-3.86,0.15,1.50,1.11
2007,SOUTH DAKOTA,1.69,-0.06,-0.86,1.17,0.88,1.82
2008,SOUTH DAKOTA,1.01,2.13,2.96,2.91,3.20,4.29
2009,SOUTH DAKOTA,4.38,4.37,5.25,6.06,5.52,7.56
2010,SOUTH DAKOTA,6.72,7.26,8.28,8.42,9.16,8.20
2011,SOUTH DAKOTA,8.07,8.31,8.80,8.85,-0.37,-0.43
2012,SOUTH DAKOTA,-1.45,-2.39,-3.43,-4.24,-5.05,-4.73
2013,SOUTH DAKOTA,1.74,1.66,2.00,2.27,2.19,5.12
2014,SOUTH DAKOTA,4.20,5.60,5.17,6.68,6.39,5.34
2015,SOUTH DAKOTA,2.89,3.08,3.67,4.71,4.13,3.83
2016,SOUTH DAKOTA,3.42,2.18,2.20,2.38,2.39,2.04
2017,SOUTH DAKOTA,-0.89,-1.70,-2.19,0.69,1.17,1.09
2018,SOUTH DAKOTA,0.38,0.89,1.56,1.52,2.11,2.58
2019,SOUTH DAKOTA,6.50,5.76,7.71,9.15,10.43,10.74
2020,SOUTH DAKOTA,7.35,6.54,6.85,6.17,,
